Actual Summary,Model Summary
"Robert Blecker: In sentencing phase, the prosecution lays out wealth of evidence that Dzhokhar Tsarnaev deserves penalty reserved for the worst of the worst. He predicts most of the jury will vote for a death sentence, but it must be unanimous; therefore, Tsarnaev will most likely get life in prison.
","Douglas Rushkoff: Dzhokhar Tsarnaev's crimes are heinous, cruel and depraved. He says Tsarnaev's lack of remorse shows that he lacks empathy for victims. He predicts a jury will find Tsarnaev guilty of murder and sentence him to death. "
"Georgia State Patrol provides more details of crash. Georgia Southern University mourns five nursing students killed in auto accident. Five cars and two tractor-trailers were involved in crash on Interstate 16.
",Five Georgia Southern nursing students were killed in a crash near Savannah. They were on their way to finish their first set of clinical rotations. 
"5 suspects arrested in attack on Kenyan campus, official says. Student tells CNN of smearing herself with blood to escape death. Al-Shabaab gunmen opened fire, and 147 people died.
","Kenyan police arrest five suspects in connection with Thursday's attack at Garissa University College. 147 people were killed, including 142 students, three security officers and two university security personnel. "
"America has the highest incarceration rate in the world, holding 25% of the world's prisoners. Evan Feinberg: We must change the dismal status quo with specific solutions.
","America has the highest incarceration rate in the world, with 25% of its prisoners. "
"""We're all equal, and we all deserve the same fair trial,"" says one juror. The months-long murder trial of Aaron Hernandez brought jurors together. Foreperson: ""It's been an incredibly emotional toll on all of us""
","""It's been an incredibly emotional toll on all of us,"" jury foreperson Lesa Strachan says. Former NFL star Aaron Hernandez was convicted of first-degree murder in the death of Odin Lloyd. "
"18 dead and 5 being treated, Nigeria says. Locally brewed alcohol is suspected. Some patients have died within hours.
",The cases have all occurred in Nigeria's Ondo state since April 13. 
"U.S. hostage Warren Weinstein is believed to have been accidentally killed in counter-terrorism strike. Peter Bergen: U.S. should rethink hostage policy to increase chances of freeing those held.
",Warren Weinstein appears to have been the only American citizen held hostage by al Qaeda. He was killed in a U.S. drone strike in January. 
"Three passengers report a loss of consciousness on SkyWest flight. But officials say there is no evidence of a pressurization problem.
","SkyWest Airlines flight made emergency landing in Buffalo, New York, on Wednesday. Pilot told passengers to prepare for an emergency landing, passenger Larry Johnson says. FAA initially reported a pressurization problem, later said it would investigate. "
"Molly Schuyler scarfed down three 72-ounce steaks Sunday in Amarillo, Texas. The Sacramento woman, 35, is a professional on the competitive-eating circuit.
","Molly Schuyler ate three 72-ounce steaks, three baked potatoes, three side salads, three rolls and three shrimp cocktails. She did it all in 20 minutes, setting a record in the process. "
"The FDA may take a more hands-on approach to regulating homeopathic medicine. It does not go through the same approval process as over-the-counter drugs. Some studies suggest homeopathic medicine is no more effective than placebos.
","A third of Americans use some form of alternative medicine, including homeopathic remedies. Homeopathic medicine is a $2.9 billion business, according to the FDA. The FDA is holding a two-day hearing on homeopathic medicine. "
"Profile in Courage award is going to a Republican congressman who risked his career while recognizing the danger of climate change. Authors: Addressing climate challenge is today's moon shot, an enormous effort that will pay big benefits.
","Sen. Cory Booker and Rep. Patrick McHenry share belief that U.S. must lead on climate change. Booker, McHenry: Kennedy's example of courage in space exploration holds lessons for us today. "
"Slovenian archaeologist Ivan Šprajc discovers ancient Mayan cities in the jungles of Mexico. His discoveries could help explain why so many Mayan cities were abandoned before the arrival of the Spaniards.
","Slovenian archaeologist Ivan Šprajc has discovered more than 80 ancient Mayan cities in the jungles of Mexico. He has found the lost city of Lagunita, which was built circa 700 AD and mysteriously abandoned four centuries later. He says the region in which he has found such riches had gone unexplored because it's so hard to get there. "
"April 25, 2015 marks the centenary of the start of the Gallipoli Campaign in Turkey during WWI. Anzac troops stormed the beaches at Gallipoli, beginning a bloody eight-month campaign.
",The centenary of the Gallipoli campaign is being marked with a heavy dose of military commemoration. Peter Greste says it's wrong to make war remembrance a zero sum game. He says Australia's participation in the war was contested from the outset. 
"Mackey predicted what would happen to Iraq if the U.S. invaded and deposed Saddam Hussein. She also wrote a book credited with helping bridge gap between Arabs and Americans.
","Sandra Mackey's book on Iraq became required reading for many military leaders. She was an undercover reporter working for U.S. newspapers from Saudi Arabia. Her 2002 book ""The Reckoning -- Iraq and the Legacy of Saddam Hussein"" portended some of the outcomes of the war in Iraq. "
"Officials say the investigation originated from intercepted chatter. Possible threat focused on parts of California, one says.
","The FBI is investigating a possible ISIS-inspired terrorist threat in the United States, officials say. No arrests have been made, and it's not clear whether the threat is real or aspirational. The investigation focused on parts of California where officials stepped up security, one official says. "
"Israeli law says the Prime Minister must form his government in less than 42 days. Netanyahu cites government stability and reaching ""agreement on important issues"" as reasons he needs additional time.
","Benjamin Netanyahu must form a government in less than 42 days, according to Israeli law. Netanyahu made the request at President Reuven Rivlin's Jerusalem home Monday. "
"She hosted a controversial discussion on the disappearance of people. She knew what she was doing was dangerous and had received death threats before. Mahmud loved books, Jimi Hendrix and discussions about human rights.
",Sabeen Mahmud was gunned down at her cafe in Karachi. She was leading a discussion on a topic that many in Pakistan want silenced. 
"A Russian presidential aide says Kim will be in Moscow for May 9 Victory Day celebrations, news agency reports. This Victory Day marks the 70 years since the Soviet victory over Germany in World War II.
","North Korean leader Kim Jong Un will visit Moscow next month for Victory Day celebrations. It would be Kim's first official foreign trip since taking over the leadership of North Korea. Kim will meet with Russian President Vladimir Putin as part of the May visit, Tass reports. "
"Fethiye Cetin learned of her Armenian heritage from her grandmother. The grandmother survived the 1915 killings, assimilated, then kept her real identity hidden. Cetin, others want Turkey to recognize the killings as a genocide; the government has refused. In the last decade a more public dialogue on the subject has begun in Turkey.
","Fethiye Cetin is a prominent Turkish-Armenian-Turkish lawyer. She was forced to hide her Armenian heritage after her grandmother revealed her true heritage. She says the 1915 deportations and massacres of Armenians were not taught in Turkey's schools. The Republic of Turkey has always rejected the term ""genocide"" "
"NGO where Lo Porto works describes him as a lively, positive man with lots of friends. London university says he was a ""popular student... committed to helping others"" He was killed in a U.S. counterterrorism strike in January, authorities say.
",Giovanni Lo Porto was killed in a U.S. drone strike two years ago. He was heading to Pakistan to work on a clean water and sanitation project. 
"Roxanne Jones: Jury right to find Hernandez guilty, but the waste of life for player and his victim is tragic. She says NFL, Patriots knew his troubled past, but could not have predicted his actions, and both handled case well.
",Aaron Hernandez was convicted of murder and sentenced to life in prison. Ruben Navarrette: He didn't look ashamed or remorseful in court. He says NFL and Patriots did right thing by letting him go. 
"Oskar Gröning is on trial over his alleged role in deaths at Auschwitz. Lawrence Douglas: Other mass atrocities still await moment of moral reckoning.
","Oskar Gröning, 93, was convicted of complicity in the murder of 300,000 Jews during his service at Auschwitz. "
"Wealthy Africans are investing in some of London's most upscale real estate. Some Nigerians are spending as much as $37 million on houses. Property experts say African investment in London is set to grow.
","Nigerians have spent over $900 million on luxury residential property in London over the past three years. They mainly come from six countries: Nigeria, Ghana, Congo, Gabon, Cameroon and Senegal. Nigerians typically spend between $22 and $37 million on securing a property in the British capital. Many of the African buyers see these houses as a way of maintaining cultural ties with London. "
"Earthquake scientists have been expecting major event in Nepal since 1934. Population density, weak building infrastructure amplified damage, USGS spokesman says. ""This event, while large and tragic, is not unusual"" in region, geological engineer says.
","Earthquakes are a fact of life in Nepal, with tremors of magnitude 4 or 5 occurring several times each year. The last major earthquake to affect this part of the Himalayas was in the 1500s. "
"This page includes the show Transcript. Use the Transcript to help students with reading comprehension and vocabulary. At the bottom of the page, comment for a chance to be mentioned on CNN Student News. You must be a teacher or a student age 13 or older to request a mention on the CNN Student News Roll Call.
","This page includes the show Transcript. Use the Transcript to help students with reading comprehension and vocabulary. At the bottom of the page, comment for a chance to be mentioned on CNN Student News. You must be a teacher or a student age 13 or older to request a mention on the NPR Student News Roll Call. "
"About a year after al Qaeda took Warren Weinstein hostage, his family paid a ransom, a Pakistani source says. The captors demanded that other prisoners be released, the source says. Weinstein, an American aid worker, was killed in a drone strike in January, the U.S. says.
","Warren Weinstein's family paid money to his captors, a Pakistani source says. The money did not lead to the American aid worker's release, and he was killed in a U.S. drone strike in January. "
"""Grey's Anatomy"" is in its 11th season. Derek Shepherd, played by Patrick Dempsey, died after a car crash.
","Patrick Dempsey's character dies on ""Grey's Anatomy"" He still has a year left on his contract. Ellen Pompeo is also signed through season 12. "
"Massacre of 1.5 million ethnic Armenians under the Ottoman Empire is widely acknowledged by scholars as a genocide. Turkish government officially denies it saying hundreds of thousands of Turkish Muslims and Armenian Christians died in intercommunal violence.
","1.5 million ethnic Armenians were systematically killed in the final years of the Ottoman Empire. Turkey denies that a genocide took place, maintaining that hundreds of thousands of Turkish Muslims and Armenian Christians died in intercommunal violence. "
"Rare set of female quintuplets was born this month in Houston, Texas. The girls were born via C-section at 28 weeks and two days. Another family kept the news of twins secret until birth.
",The first set of female quintuplets in the world since 1969 was born in Houston on April 8. Parents Danielle and Adam Busby are blogging about their unique experience. 
"Social media largely supports Jenner. More people seemed intrigued that he's a Republican.
","Bruce Jenner came out as transgender on Friday night. His daughter Kendall Jenner tweeted: ""I'm so proud of you, Dad. You are so brave"" There were mixed reactions to the news on social media. Some poked fun at him for being a Republican. "
"Dawn MacKeen: 2015 marks 100th anniversary of slaughter of Armenians by Ottoman Empire. Kim Kardashian has used fame to spotlight this. She says Armenian community has long sought global recognition of the atrocity, but it took a Kardashian to catapult it into the news.
",More than one million Armenians were killed during the last days of the Ottoman Empire in 1915. 
"Companies including Philip Morris and R.J. Reynolds in suit alleging violation of free speech. In March, the FDA issued guidance about changes to tobacco product labels. If significant changes are made to a product's label, like color or a logo, the product requires new approval.
",Tobacco companies including Philip Morris and R.J. Reynolds sue the FDA. The companies say the FDA is violating their free speech rights. 
"92 percent of Americans say it is important to get an annual head-to-toe physical exam. Randomized trials going back to the 1980s just don't support that belief.
",More than 44 million Americans go to the doctor for an annual physical exam. There's little evidence that annual physicals do any good for healthy adults. A Kaiser Family Foundation poll found 92 percent of Americans say it is important to get an annual exam. 
"Two neuroscientists have conducted brain imaging to examine moments of clarity. Sudden ""insights"" are otherwise known as ""Eureka"" or ""Aha"" moments. We can increase our chance of these insights with a variety of daily changes.
","Authors John Kounios and Mark Beeman have written a book on how the brain works. Their book, ""The Eureka Factor"", explains how to get creative inspiration at the most unexpected time. They say it's important to clear out mental junk to make way for pivotal revelations. Sleep deprivation and lack of sleep can inhibit your creative thinking, they say. "
"The 14-year-old had communicated with terror suspects in Australia, authorities said. Police: The teenager encouraged others to attack a parade and behead someone in Australia.
",A 14-year-old boy was taken into custody after encouraging an attack on an Australian parade honoring the war dead. He was charged with two counts of inciting another person to commit an act of terrorism overseas. 
"How does ISIS govern? Robert Downey Jr. isn't the only celebrity to walk out of an interview.
","CNN's Atika Shubert looks at the role of ISIS in some communities. Michelle Obama is 51 years old, but she doesn't look it in the eyes of one youngster. CNN's Richard Roth looks at a sweet tradition that's leaving some with a bitter taste. "
"The critically acclaimed ""Daredevil"" will be back for season 2. Charlie Cox plays a blind attorney by day who is a superhero by night.
","Marvel's ""Daredevil"" will return for a second season in 2016. The first season premiered on Netflix earlier this year. "
"April 23 marks 10 years since first video, ""Me at the zoo,"" was uploaded to YouTube. Site gets billions of views every day; 300 hours of uploads every minute. New studios being opened for budget filmmakers to improve quality of output.
","In 2015, YouTube is investing in ""YouTube Spaces,"" where ""creators"" have access to professional studios, training, and many resources. The Tokyo space is one of five worldwide available for free to YouTube partners. "
"From belfies to butt implants, the Kardashian clan has inspired many a trend. The latest: Kylie Jenner's pouty lips spark the #KylieJennerChallenge.
","Kylie Jenner inspired the lip-plumping trend, which involves sucking on a shot glass. The ""butt selfie"" is another Kardashian-inspired trend. "
"Fox plans to make a TV movie of ""The Rocky Horror Picture Show"" Some of the producers behind the original film are involved. TV is in the midst of a musical craze.
","Fox is developing a two-hour remake of the 1975 cult classic. The project is tentatively titled ""The Rocky Horror Picture Show Event"" The special is timed to celebrate the 40th anniversary of the film. "
"Alice Barker was a dancer in the 1930s and '40s. Thanks to filmmakers, Barker -- now 102 -- finally saw herself dance.
","Alice Barker was a dancer in New York nightspots in the 1930s and 1940s. She was part of chorus lines that entertained Bill ""Bojangles"" Robinson and Frank Sinatra. "
"Freddie Gray's death has fueled protests in Baltimore. Demonstrators accuse police of using too much force and say officers should face charges.
","Protesters want answers about what happened to Freddie Gray, who died in police custody. Police say they chased Gray for ""running while black,"" but his family says they didn't have probable cause to pursue him. Police union says it's 100% behind the officers and compares protesters to a lynch mob. "
"Chris Evans and Jeremy Renner get in hot water after a joke made about ""Avengers"" character Black Widow. Renner called Scarlett Johansson's character a ""slut"" and Evans referred to her as a ""whore"" The actors issued an apology on Thursday.
","""Avengers: Age of Ultron"" co-stars Chris Evans and Jeremy Renner apologize. They were asked about the character Black Widow's flirtations with other superheroes. "
"Common joins ""Suicide Squad"" cast, which already includes Will Smith, Jared Leto. Film is about supervillains who team up.
","Oscar-winning rapper-turned-actor Common has joined the cast of ""Suicide Squad"" David Ayer is directing the all-star action movie featuring DC Entertainment super-villains. "
"A magnitude-7.8 earthquake struck near Kathmandu, Nepal. Carolyn Miles: Many survivors will have nowhere to go.
","Nepal has made remarkable progress in maternal and child health in recent years, says Sally Kohn. Kohn: Nepal is one of her favorite countries to visit, and she was deeply saddened by the news of the earthquake. "
"15 buffalo are shot on Friday after escaping the day before from a farm in Schodack, New York. Police helicopters fly overhead and nearby schools put on alert in the final moments of the chase. The herd breaks through three layers of barbed wire fencing and crosses the Hudson River during the escape.
","Twenty-two buffalo escaped from a farm in upstate New York on Thursday. Police chased the herd through forests and over the Hudson River. Fifteen buffalo were killed by ""snipers"" from the animals' farm. "
"Florida A&M drum major Robert Champion died in 2011 after a hazing ritual aboard a bus. A jury convicted the last three defendants of manslaughter and hazing with the result of death.
",Robert Champion died in November 2011 after a band hazing ritual. He was beaten aboard a school bus after a football game. 
"David Chase walks through the ending of ""The Sopranos"" The use of particular shots and ""Don't Stop Believin' "" build tension. Chase still doesn't reveal Tony Soprano's fate.
","Show creator David Chase explains the reasoning behind the final scene of ""Sopranos"" Chase says the scene is a master class in how to build tension in a seemingly nondescript situation. Chase didn't reveal whether Tony Soprano was killed or survived. "
"Documents show that officers thought Robert Bates got special treatment. The reserve deputy has pleaded not guilty to charge of second-degree manslaughter. Bates says meant to use his Taser but shot Eric Harris by mistake.
",Robert Bates is charged with second-degree manslaughter in the shooting of Eric Harris. A 2009 internal investigation found that Bates was shown special treatment and training policies were violated. Bates' attorney says the report is based on misunderstandings and misstatements. 
"Geoffrey Lewis appeared in many movies, TV shows. Actor was frequently collaborator with Clint Eastwood. Actress Juliette Lewis, his daughter, called him ""my hero""
","Lewis played Orville Boggs in ""Every Which Way But Loose"" and its sequel. He also appeared with Clint Eastwood in ""High Plains Drifter"" and ""Midnight in the Garden of Good and Evil"" He was the father of Oscar-nominated actress Juliette Lewis. "
"Veteran Time magazine film critic Richard Corliss died Thursday night in New York City. Corliss reviewed more than 1,000 movies and authored four books on film.
","Richard Corliss was Time magazine's film critic for 35 years. He was perhaps the magazine's most quoted writer of all time, colleague Richard Zoglin says. His all-time top 100 movies list included everything from ""Finding Nemo"" to ""Drunken Master II"" "
"Pilot stopped during security checks as the flight prepared to depart on Saturday night. Cathay Pacific runs regular flights between its Hong Kong hub and London. The male pilot has been bailed pending an investigation.
",Pilot arrested after trying to board flight from London to Hong Kong with knives in his luggage. He was stopped during security checks as the flight prepared to depart on Saturday night. Passengers were forced to wait in the seats on board the Boeing 777 for more than two hours. 
"Anthony Doerr's ""All the Light We Cannot See"" wins Pulitzer for fiction. Elizabeth Kolbert's ""The Sixth Extinction"" wins general nonfiction prize.
","Anthony Doerr's ""All the Light We Cannot See"" wins the Pulitzer Prize for fiction. Stephen Adly Guirgis' play ""Between Riverside and Crazy"" wins for drama. Elizabeth Kolbert's ""The Sixth Extinction: An Unnatural History"" won the Pulitzer for general nonfiction. "
"Americans on the no-fly list will now get info about why they've been banned from flights. ACLU says the policy still denies ""meaningful notice, evidence, and a hearing""
","People on the U.S. no-fly list will now be given the opportunity to dispute their status, court documents say. The new policy comes in response to a June ruling by a federal judge. The decision was part of an American Civil Liberties Union lawsuit. "
"Anthony Bourdain teaches Anderson Cooper a Korean recipe. Budae-jiigae is a stew made with all sorts of canned meat, including Spam.
","Buddae-jjigae -- or ""army stew"" -- dates back to the scarce years of the Korean War. ""Parts Unknown"" host Anthony Bourdain cooked up a Korean version of the dish. "
"This is week three of an ongoing series: A Catholic Reads the Bible. Read week one and week two. This week's reading is a Lot to take in. Literally.
","The story of Sodom and Gomorrah is the inspiration for the word ""sodomy"" "
"A new TSA report advises against full screening of airport workers. The report says such measures would not lower the overall risk to the public.
","TSA report: Full employee screening would not ""appreciably increase the overall system-wide protection"" Only two major airports in the U.S. require employees to be screened through metal detectors. TSA Secretary Jeh Johnson announced immediate actions as a result of the report. "
"The overturned car was smoldering on a New Jersey roadway when police arrived. It burst into flames shortly after they pulled out the unconscious driver.
","Dawn Milosky, 45, of Beachwood, New Jersey, was airlifted to a hospital and survived. She was charged with driving while intoxicated, reckless driving and other offenses. A police dash cam captured the dramatic rescue. "
"Vijay Chokal-Ingam says he pretended to be black to get into medical school. He says the experience showed him that affirmative action is a flawed system.
","Vijay Chokal-Ingam is pitching a book about his experiences as a ""hard-partying college frat boy"" He says he posed as a black man to get into medical school and that the experience opened his eyes to what he calls the hypocrisy of affirmative action. "
"Mary Magdalene is one of the Bible's most complicated characters. Mark Goodacre, who appears in the series, answers your questions about her.
","Viewers were invited to tweet and post their questions on the ""Finding Jesus"" Facebook page about Mary Magdalene. "
"What do funeral strippers, a quadruple rainbow and Kylie Jenner have in common? They all trended this week!
","Four rainbows appeared in the early morning sky in New York. In China, exotic dancers are being used to cheer up mourners. "
"A mom of two got upset when ""Big Hero 6"" fabric didn't include the two female characters. Another mom called attention to gender stereotypes on a TOMS Web page. In both cases, the companies responded quickly to answer parents' concerns.
","Melissa Atkins Wardy is a passionate advocate for fighting gender stereotypes. Wardy shared a story about a company that didn't include female characters in a ""Big Hero 6"" fabric. The company responded quickly, saying it would talk with Disney about new designs. "
"Obama promised Armenian-Americans he would call the atrocity genocide during the 2008 campaign. The White House views Turkey as a more crucial ally than Armenia. Pope Francis, actor George Clooney, and even the Kardashians have taken the moral position, calling it the Armenian genocide.
","This week is the 100th anniversary of what many historians acknowledge as the Armenian genocide. On the 2008 campaign trail, Obama promised to use the word ""genocide"" to describe the 1915 massacre by Turks of Armenians. "
"Massive 7.8 magnitude earthquake has struck Nepal near its capital, Kathmandu. As the death toll rises, witnesses describe devastation and panic.
","Nepal's capital, Kathmandu, was rocked by a 7.8 magnitude earthquake on Saturday. Witnesses describe people sheltering in tents, waiting for aftershocks. One man says his family is ""traumatized"" by the quake. "
"Ohio Gov. John Kasich: Washington is gridlocked, but states can make a difference. He says Ohio has gone from a budget deficit to surplus, from losing jobs to creating them.
","Ohio Gov. John Kasich has turned around the fortunes of his state in less than a decade. He says America needs leaders who don't let ego, selfishness and power distract them. "
"The two moms from ""Big Bang Theory"" guest star this week. ""Backstrom,"" ""Blue Bloods"" are among the week's season finales. Comedy ""Younger"" is gaining big buzz.
","Christine Baranski and Laurie Metcalf are back on ""The Big Bang Theory"" ""Saturday Night Live"" is back this weekend. "
"Joel Burger and Ashley King have been engaged since October. Their engagement photo with a Burger King sign attracted, and the company offered to pay for their wedding.
","Joel Burger and Ashley King met in kindergarten and grew up together in New Berlin, Illinois. Burger King got wind of their story and offered to pay for their wedding. "
"Experts have raised red flags about the warming of planet by 2 degrees Celsius. John Sutter: This one little number is significant as a way to focus world's attention on problem.
","John Sutter will be reporting on climate change for the rest of the year. He wants you to help him decide which of these stories he'll report on best. Sutter: The 2-degree threshold is the ""north star"" of climate negotiations. "
"Police say they can't confirm whether Jones was involved in the crash, which injured a pregnant woman. Jones is the reigning UFC light heavyweight champion.
","Jon ""Bones"" Jones is the reigning UFC light heavyweight champion. He is wanted for ""his possible involvement in a hit-and-run accident,"" police say. "
"The two males arrested are 21 and 15 years old, St. Louis police say in a tweet. A video that went viral showed three black males attacking a white man.
",The beating may have been sparked by a question about the Michael Brown shooting. There had been speculation that the suspects might be charged with a hate crime. 
"Australian and Philippines governments given notice their nationals will be executed in 72 hours. They include Philippines maid Mary Jane Velos and Australians Andrew Chan and Myuran Sukumaran. Australia has repeatedly appealed for clemency for the pair.
","Nine of ten mostly foreign prisoners on death row in Indonesia have been given 72 hours notice ahead of their execution. French national Serge Atlaoui had filed a challenge to the State Administrative Court on Thursday so his sentence has been delayed. The ten include two Australian citizens Andrew Chan and Myuran Sukumaran -- members of the so-called ""Bali Nine"" smuggling ring. "
"Coast Guard says about 50 people were rescued from Mobile Bay. More than 100 sailboats took part in the Dauphin Island Race, an annual event.
","Severe weather struck a sailing regatta in Mobile Bay, Alabama, Saturday afternoon. More than 100 sailboats took part in the Dauphin Island Race. As many as 50 people were rescued from the water, the Coast Guard said. "
"Willis never trademarked her most-famous work, calling it ""my gift to the city"" She created some of the city's most famous neon work.
","Betty Whitehead Willis designed the ""Welcome to Fabulous Las Vegas"" sign. She also designed the signs for the Moulin Rouge Hotel and Blue Angel Motel. "
"Dr. Kristen Lindsey has since removed the post of her holding the dead cat by an arrow. Her employer fired her; the sheriff's office is investigating. Activist offers $7,500 reward.
","Dr. Kristen Lindsey allegedly shot an arrow into the back of an orange tabby's head. She posted a proud photo of herself smiling, as she dangled its limp body by the arrow's shaft. "
"Promoter: Manny Pacquiao's has between 800 and 900 friends who want tickets to historic Las Vegas clash. Kenny Bayless named as referee in Mayweather-Pacquiao's bout, dubbed the ""fight of the century""
",Tickets will go on sale for the May 2 fight between Floyd Mayweather and Manny Pacquiao. A deal has been reached on allocation of tickets for the highly-anticipated Las Vegas event. Kenny Bayless has been named as the referee of the welterweight world title fight. 
"Funeral strippers in rural China are the latest focus of the country's crackdown on vice. In some areas of China, the hiring of professional mourners is commonplace, but some performances are getting racy. Government report says that stripteases undermine ""the cultural value of the entertainment business""
",Hiring exotic dancers to perform at wakes is an increasingly common practice in rural China. China's Ministry of Culture has announced a crackdown on the practice. 
"Most Americans say businesses should not discriminate against same-sex weddings. Public opinion has shifted on the issue since last fall. Indiana passed and later changed its religious freedom law after public outcry.
","A new CNN/ORC poll finds 57% feel businesses should be required to serve gay or lesbian couples just as they would heterosexual couples. That's a shift from a Pew Research Center poll conducted last fall, which found just 49% thought businesses ought to. "
"The Italian coast guard says 8,480 migrants were rescued from Friday to Monday. Save the Children said Tuesday 400 migrants could be missing from a boat. The Italian coast guard cannot confirm that report.
","Italian coast guard says 8,480 migrants were rescued from 20 boats in distress from Friday to Monday. Save the Children fears 400 migrants could be missing, citing testimony from survivors. Coast guard says it cannot confirm such an incident and has not yet found evidence at sea to indicate a migrant boat carrying 550 has capsized. "
"Trial for Aurora theater shooting suspect begins Monday. Survivors say the shooting changed their lives, but doesn't define it.
","James Holmes goes on trial for 165 counts, including murder and attempted murder, on Monday. Twelve people were killed and 70 were injured in the July 20, 2012, shooting at a movie theater in Aurora, Colorado. "
"For 25 years, Ali Addeh refugee camp has been a holding point for those fleeing into Djibouti. Many come from Somalia, Ethiopia and especially Eritrea -- which is ruled by a one-party state. Despite the risks, Eritrean refugees say they'd risk their lives with people smugglers.
","Ali Addeh refugee camp has been a holding point for those fleeing into Djibouti for 25 years. The camp's 10,000 residents, who mostly come from Eritrea, Ethiopia and Somalia, are waiting to be resettled. Henol and Mebratu are among the 20 friends who drowned off the shores of Italy this week. "
"The mom saw her son on TV throwing rocks at police, CNN affiliate reports. Police praise her actions.
",Video shows woman smacking her son in the head as he walks away from crowd. Police commissioner praises mom for taking charge of her son. 
"The earthquake that struck Nepal has left thousands of Nepalis without shelter. Torrential rains making situation worse; food and drinking water supplies could become a serious issue soon. It's unclear how bad conditions are closer to the epicenter.
","Nepal's capital, Kathmandu, has been hit hard by the earthquake. CNN's Mark Morgenstein says people are huddled in tents in the streets. He says there's little food and water in the city, and people are desperate for shelter. "
"Rapper Lil Wayne not injured after shots fired at his tour bus on an Atlanta interstate, police say. No one has been arrested in the shooting.
",No one was injured in the shooting. Lil Wayne was in Atlanta for a performance at Compound nightclub Saturday night. 
"Defense expected to show Dzhokhar Tsarnaev as a puppet of his dominant older brother. A deadlocked jury would result in an automatic life sentence for Tsarnaev.
",Dzhokhar Tsarnaev faces the death penalty for the Boston Marathon bombings. His defense attorney says he will get years of punishment and no martyrdom if he is sentenced to death. 
"Tremors subside finally in Kathmandu, but after-effects of Saturday's staggering tragedy will be felt for years. Arwa Damon and Gul Tuysuz take tour of devastated city as locals struggle to cope. Workers dig painstakingly, slowly removing piles of stone and debris.
","Kathmandu was hit by the worst earthquake in 80 years. The death toll has passed 3,000 and is expected to rise. "
"Gray's family asked there be no protests; they condemned violence. Community leaders and brave residents got in between rioters and police.
","Freddie Gray's family asked there be no protests, let alone violence, on the day he was laid to rest. A handful of people stood in the way of rioters, but they were a finger in a dam. "
"Warren Weinstein's wife says the family is still searching for answers. Officials say Weinstein and another al Qaeda hostage were accidentally killed in a U.S. drone strike. Gunmen abducted the USAID contractor from his home in Pakistan in 2011.
","Warren Weinstein, 73, was killed in a U.S. drone strike in Pakistan, officials say. His wife says she is still searching for answers. Obama praises Weinstein's lifelong dedication to service. "
"A Texas A&M Galveston professor said in an email to students he would fail the entire class. University officials won't necessarily stand by failing grades, CNN affiliate KPRC reports.
","Irwin Horwitz is an instructional associate professor at Texas A&M Galveston. In an email to his strategic management students, he says he will fail the entire class. "
"Gloria Borger: Hillary Clinton's team is doing all it can to make her appear relatable to ordinary people. She asks if the most famous woman in the world can really connect with ordinary voters?
",Julian Zelizer: Hillary Clinton's campaign is trying to make her seem less of a big shot. 
"Nepali Pranksters make hidden camera videos of awkward social situations. The three-person team was filming as the Nepal earthquake began.
","Nepali Pranksters were shooting a hidden camera episode when the earthquake struck. They kept the camera rolling, capturing scenes of heroism and chaos. "
"India has launched a massive aid mission to its earthquake-hit neighbor Nepal. Disaster relief troops and tons of food, water and medicine have been flown in.
","India began planning a massive cross-border aid mission within hours of the first quake. On Sunday alone, India delivered 187 tons of supplies, including 50 tons of water, 22 tons of food and 2 tons of medicine. "
"Off-duty member of the Uniformed Division of Secret Service arrested Friday. Police said he was charged with trying to break into a woman's residence.
","Arthur Baldwin, 29, was arrested at a woman's residence in Southeast Washington. He has been placed on administrative leave and his security clearance has been suspended, the Secret Service said. He is charged with first-degree attempted burglary and destruction of property. "
"Calls for Lee Wan-koo to resign began after South Korean tycoon Sung Woan-jong was found hanging from a tree in Seoul. Sung, who was under investigation for fraud and bribery, left a note listing names and amounts of cash given to top officials.
",South Korea's Prime Minister Lee Wan-koo offered to resign on Monday. He will stay in his official role until South Korean President Park Geun-hye accepts his resignation. 
"Concerns growing for people trapped higher up the mountain. Helicopters begin airlifting injured people from the base camp in Nepal. Climber reports at least 17 dead; many others injured, missing or stuck.
","Aftershocks continue to rock Mount Everest, complicating rescue efforts. Climber: Most of the injured have been airlifted out of base camp. "
"Baby Sonit Awal found in rubble of Nepal earthquake, Sunday morning. Spent 22 hours buried under his home after 7.8-magnitude quake.
",Four-month-old Sonit Awal was buried when his house collapsed. His father frantically searched for him for 22 hours before the Nepalese Army rescued him. 
"Military has not confirmed if any rescued girls came from 2014 Chibok mass abduction. Nigerian troops raided Boko Haram camps in northeastern Nigeria, military says.
","Nigerian troops rescue 200 girls and 93 women from Boko Haram camps in the Sambisa Forest. None of the girls have been identified thus far as among the missing Chibok girls, an army official says. The official did not rule out that captives from other camps that were raided might be girls abducted in April 2014. "
"The sentences came after a trial in Pakistan, a judge says. Malala Yousafzai is an outspoken advocate for the education of girls. She was attacked in Pakistan in 2012.
",Ten people have been sentenced to life in prison for their roles in the 2012 attack. Malala Yousafzai was shot as she was traveling home on a school bus. 
